Customer_ID,Product
K171280,01
K353790,01
K354060,01
K353930,01
K171370,01
K111480,01
K171340,01
K353920,01
K137450,01
K353860,01
K354040,01
K353940,01
K137420,01
K171360,01
K354010,01
K171350,01
K353980,01
K355060,01
K354490,01
K354280,01
K354190,01
K171420,01
K103900,01
K137530,01
K171630,01
K120150,01
K171490,01
K354240,01
K354200,01
K120120,01
K171410,01
K354230,01
K137620,01
K354220,01
K354400,01
K354340,01
K171480,01
K111370,01
K171430,01
K354320,01
K137520,01
K354300,01
K354390,01
K354350,01
K137510,01
K171470,01
K354380,01
K171460,01
K354370,01
K355050,01
K354720,01
K354560,01
K171530,01
K111350,01
K137610,01
K354520,01
K137550,01
K171620,01
K354640,01
K354570,01
K120140,01
K171510,01
K354600,01
K171500,01
K354590,01
K355010,01
K354860,01
K171610,01
K120130,01
K171570,01
K354820,01
K137600,01
K354770,01
K354980,01
K354900,01
K137580,01
K171600,01
K354970,01
K171590,01
K354910,01
K357250,01
K356070,01
K355640,01
K355360,01
K172220,01
K171670,01
K103770,01
K137670,01
K171890,01
K120210,01
K171760,01
K355350,01
K355220,01
K111460,01
K137930,01
K355310,01
K137740,01
K355230,01
K355620,01
K355440,01
K171740,01
K111400,01
K171690,01
K355420,01
K137640,01
K355390,01
K355560,01
K355460,01
K120320,01
K171730,01
K355530,01
K171700,01
K355510,01
K356050,01
K355790,01
K355670,01
K171810,01
K106770,01
K137720,01
K355650,01
K137680,01
K171880,01
K355780,01
K355730,01
K120200,01
K171780,01
K355770,01
K171770,01
K355750,01
K356030,01
K355860,01
K171870,01
K120190,01
K171820,01
K355840,01
K137710,01
K355830,01
K355950,01
K355870,01
K137690,01
K171860,01
K355940,01
K171830,01
K355920,01
K357200,01
K356810,01
K356220,01
K356090,01
K171940,01
K106750,01
K137790,01
K172210,01
K120290,01
K172030,01
K356190,01
K356100,01
K120230,01
K171920,01
K356180,01
K137900,01
K356120,01
K356720,01
K356290,01
K172020,01
K111430,01
K171950,01
K356270,01
K137780,01
K356240,01
K356660,01
K356460,01
K137750,01
K172010,01
K356610,01
K172000,01
K356510,01
K357130,01
K356920,01
K356830,01
K172120,01
K111410,01
K137870,01
K356820,01
K137800,01
K172190,01
K356880,01
K356850,01
K120250,01
K172110,01
K356870,01
K172070,01
K356860,01
K357120,01
K357020,01
K172170,01
K120240,01
K172130,01
K356980,01
K137850,01
K356950,01
K357110,01
K357030,01
K137840,01
K172150,01
K357050,01
K172140,01
K357040,01
K365090,01
K360970,01
K359200,01
K358300,01
K357600,01
K357330,01
K172680,01
K138520,01
K102710,01
K120810,01
K172420,01
K120360,01
K172320,01
K357310,01
K173170,01
K111540,01
K138180,01
K357300,01
K138040,01
K174240,01
K357580,01
K357450,01
K172300,01
K106830,01
K139010,01
K357430,01
K120570,01
K357350,01
K357560,01
K357490,01
K120440,01
K172280,01
K357530,01
K172270,01
K357500,01
K358180,01
K357870,01
K357660,01
K172360,01
K104670,01
K138020,01
K357640,01
K137970,01
K172410,01
K357860,01
K357690,01
K111790,01
K172350,01
K357760,01
K172340,01
K357730,01
K358170,01
K358030,01
K172400,01
K111620,01
K172370,01
K358000,01
K137990,01
K357970,01
K358160,01
K358100,01
K137980,01
K172390,01
K358150,01
K172380,01
K358110,01
K359190,01
K358790,01
K358460,01
K358310,01
K172440,01
K104640,01
K138090,01
K172670,01
K120420,01
K172520,01
K358440,01
K358340,01
K120370,01
K172430,01
K358380,01
K138170,01
K358360,01
K358750,01
K358610,01
K172490,01
K111520,01
K172450,01
K358580,01
K138070,01
K358530,01
K358710,01
K358640,01
K138050,01
K172480,01
K358690,01
K172470,01
K358680,01
K359140,01
K358890,01
K358810,01
K172580,01
K106890,01
K138160,01
K358800,01
K138110,01
K172640,01
K358870,01
K358830,01
K120400,01
K172560,01
K358860,01
K172550,01
K358850,01
K359120,01
K358980,01
K172630,01
K120390,01
K172590,01
K358940,01
K138150,01
K358900,01
K359080,01
K359000,01
K138120,01
K172620,01
K359030,01
K172610,01
K359020,01
K360960,01
K359990,01
K359580,01
K359310,01
K173150,01
K172690,01
K103330,01
K138250,01
K172860,01
K120480,01
K172750,01
K359300,01
K359220,01
K111610,01
K138470,01
K359280,01
K138340,01
K359240,01
K359550,01
K359370,01
K172740,01
K111560,01
K172700,01
K359350,01
K138240,01
K359340,01
K359500,01
K359430,01
K120560,01
K172730,01
K359480,01
K172710,01
K359460,01
K359980,01
K359770,01
K359610,01
K172790,01
K106810,01
K138320,01
K359590,01
K138280,01
K172850,01
K359750,01
K359630,01
K120470,01
K172770,01
K359710,01
K172760,01
K359690,01
K359970,01
K359800,01
K172840,01
K120450,01
K172800,01
K359790,01
K138310,01
K359780,01
K359940,01
K359860,01
K138290,01
K172830,01
K359900,01
K172810,01
K359870,01
K360940,01
K360510,01
K360150,01
K360020,01
K172880,01
K106800,01
K138370,01
K173140,01
K120550,01
K172970,01
K360100,01
K360030,01
K120500,01
K172870,01
K360080,01
K138450,01
K360060,01
K360460,01
K360310,01
K172930,01
K111600,01
K172890,01
K360290,01
K138360,01
K360230,01
K360450,01
K360390,01
K138350,01
K172920,01
K360430,01
K172910,01
K360400,01
K360930,01
K360720,01
K360560,01
K173040,01
K111590,01
K138430,01
K360550,01
K138380,01
K173130,01
K360710,01
K360570,01
K120530,01
K173030,01
K360660,01
K173000,01
K360590,01
K360890,01
K360800,01
K173100,01
K120510,01
K173050,01
K360780,01
K138420,01
K360730,01
K360870,01
K360830,01
K138400,01
K173080,01
K360850,01
K173060,01
K360840,01
K365000,01
K362720,01
K361700,01
K361250,01
K361020,01
K173690,01
K139000,01
K103190,01
K138530,01
K173380,01
K120590,01
K173230,01
K361000,01
K174220,01
K111690,01
K138740,01
K360990,01
K138630,01
K360980,01
K361240,01
K361150,01
K173220,01
K106880,01
K173190,01
K361080,01
K120800,01
K361060,01
K361230,01
K361160,01
K120680,01
K173210,01
K361190,01
K173200,01
K361170,01
K361690,01
K361440,01
K361270,01
K173300,01
K106840,01
K138590,01
K361260,01
K138550,01
K173370,01
K361430,01
K361360,01
K120580,01
K173260,01
K361390,01
K173250,01
K361370,01
K361670,01
K361520,01
K173360,01
K111770,01
K173310,01
K361490,01
K138580,01
K361450,01
K361660,01
K361540,01
K138570,01
K173340,01
K361600,01
K173330,01
K361580,01
K362680,01
K362140,01
K361860,01
K361720,01
K173430,01
K104660,01
K138660,01
K173660,01
K120670,01
K173530,01
K361820,01
K361750,01
K120630,01
K173410,01
K361770,01
K138730,01
K361760,01
K362090,01
K361900,01
K173470,01
K111670,01
K173440,01
K361890,01
K138650,01
K361880,01
K362060,01
K361910,01
K138640,01
K173460,01
K361980,01
K173450,01
K361940,01
K362620,01
K362410,01
K362220,01
K173570,01
K111660,01
K138720,01
K362180,01
K138670,01
K173650,01
K362360,01
K362250,01
K120660,01
K173560,01
K362320,01
K173550,01
K362270,01
K362610,01
K362460,01
K173640,01
K120640,01
K173580,01
K362440,01
K138700,01
K362430,01
K362560,01
K362490,01
K138690,01
K173620,01
K362540,01
K173590,01
K362500,01
K364910,01
K363960,01
K363380,01
K363000,01
K174200,01
K173710,01
K104650,01
K138760,01
K173940,01
K120740,01
K173760,01
K362920,01
K362790,01
K111760,01
K138990,01
K362890,01
K138870,01
K362840,01
K363270,01
K363170,01
K173750,01
K111710,01
K173720,01
K363130,01
K138750,01
K363090,01
K363260,01
K363190,01
K120790,01
K173740,01
K363250,01
K173730,01
K363240,01
K363940,01
K363670,01
K363470,01
K173800,01
K106860,01
K138850,01
K363400,01
K138800,01
K173910,01
K363640,01
K363480,01
K120720,01
K173780,01
K363560,01
K173770,01
K363540,01
K363920,01
K363720,01
K173890,01
K120710,01
K173830,01
K363690,01
K138830,01
K363680,01
K363880,01
K363740,01
K138820,01
K173880,01
K363790,01
K173870,01
K363780,01
K364870,01
K364440,01
K364250,01
K363980,01
K174000,01
K106850,01
K138900,01
K174180,01
K120780,01
K174050,01
K364240,01
K364050,01
K120750,01
K173950,01
K364230,01
K138970,01
K364200,01
K364410,01
K364320,01
K174040,01
K111730,01
K174010,01
K364300,01
K138890,01
K364280,01
K364390,01
K364340,01
K138880,01
K174030,01
K364370,01
K174020,01
K364360,01
K364830,01
K364650,01
K364480,01
K174090,01
K111720,01
K138940,01
K364450,01
K138910,01
K174160,01
K364630,01
K364530,01
K120770,01
K174080,01
K364600,01
K174060,01
K364570,01
K364780,01
K364710,01
K174150,01
K120760,01
K174100,01
K364680,01
K138930,01
K364670,01
K364770,01
K364730,01
K138920,01
K174140,01
K364750,01
K174120,01
K364740,01
K219730,01
K373560,01
K369270,01
K367100,01
K366120,01
K365340,01
K365130,01
K174660,01
K139530,01
K102670,01
K121450,01
K174410,01
K112340,01
K174290,01
K365120,01
K175260,01
K111830,01
K139240,01
K178280,01
K139100,01
K176190,01
K365290,01
K365200,01
K174270,01
K106950,01
K140080,01
K365160,01
K121130,01
K365140,01
K365270,01
K365210,01
K120890,01
K174260,01
K365250,01
K141190,01
K365240,01
K366100,01
K365620,01
K365430,01
K174350,01
K104750,01
K139090,01
K365350,01
K121980,01
K174400,01
K365610,01
K365460,01
K112060,01
K174340,01
K365570,01
K174320,01
K365550,01
K365910,01
K365790,01
K174390,01
K111930,01
K174360,01
K365710,01
K139070,01
K365690,01
K365880,01
K365800,01
K139030,01
K174380,01
K365860,01
K174370,01
K365830,01
K367070,01
K366660,01
K366420,01
K366140,01
K174430,01
K103760,01
K139150,01
K174630,01
K120880,01
K174510,01
K366350,01
K366160,01
K120830,01
K174420,01
K366340,01
K139230,01
K366230,01
K366640,01
K366500,01
K174490,01
K107250,01
K174440,01
K366480,01
K139130,01
K366460,01
K366630,01
K366530,01
K139110,01
K174480,01
K366610,01
K174450,01
K366580,01
K367060,01
K366840,01
K366750,01
K174540,01
K107050,01
K139220,01
K366700,01
K139160,01
K174600,01
K366830,01
K366770,01
K120860,01
K174530,01
K366820,01
K174520,01
K366800,01
K367010,01
K366920,01
K174590,01
K120850,01
K174560,01
K366890,01
K139200,01
K366870,01
K366990,01
K366930,01
K139190,01
K174580,01
K366970,01
K174570,01
K366940,01
K369240,01
K368340,01
K367540,01
K367220,01
K175250,01
K174680,01
K103730,01
K139260,01
K174880,01
K121000,01
K174740,01
K367190,01
K367110,01
K111920,01
K139520,01
K367180,01
K139350,01
K367160,01
K367440,01
K367300,01
K174720,01
K111840,01
K174690,01
K367290,01
K139250,01
K367270,01
K367410,01
K367330,01
K121120,01
K174710,01
K367390,01
K174700,01
K367380,01
K368270,01
K367840,01
K367610,01
K174770,01
K106940,01
K139340,01
K367580,01
K139280,01
K174860,01
K367830,01
K367750,01
K120970,01
K174760,01
K367790,01
K174750,01
K367780,01
K368260,01
K368070,01
K174840,01
K120940,01
K174780,01
K368020,01
K139330,01
K367940,01
K368250,01
K368090,01
K139320,01
K174820,01
K368140,01
K174810,01
K368110,01
K369230,01
K368680,01
K368440,01
K368350,01
K174910,01
K104910,01
K139460,01
K175240,01
K121110,01
K175020,01
K368410,01
K368360,01
K121020,01
K174900,01
K368390,01
K139510,01
K368370,01
K368670,01
K368530,01
K174970,01
K111910,01
K174930,01
K368500,01
K139450,01
K368450,01
K368640,01
K368550,01
K139400,01
K174960,01
K368630,01
K174940,01
K368560,01
K369210,01
K368870,01
K368730,01
K175080,01
K111880,01
K139500,01
K368700,01
K139470,01
K175210,01
K368860,01
K368750,01
K121090,01
K175040,01
K368830,01
K175030,01
K368760,01
K369190,01
K368930,01
K175200,01
K121060,01
K175110,01
K368900,01
K139490,01
K368890,01
K369160,01
K368970,01
K139480,01
K175190,01
K369120,01
K175170,01
K369070,01
K373550,01
K371350,01
K370320,01
K369740,01
K369400,01
K175700,01
K140070,01
K103080,01
K139540,01
K175490,01
K121150,01
K175330,01
K369360,01
K176180,01
K111960,01
K139770,01
K369320,01
K139640,01
K369310,01
K369680,01
K369560,01
K175320,01
K107040,01
K175280,01
K369510,01
K121410,01
K369410,01
K369620,01
K369580,01
K121270,01
K175300,01
K369610,01
K175290,01
K369600,01
K370290,01
K370040,01
K369770,01
K175380,01
K106970,01
K139630,01
K369750,01
K139580,01
K175480,01
K369980,01
K369800,01
K121140,01
K175370,01
K369890,01
K175360,01
K369820,01
K370280,01
K370100,01
K175460,01
K112050,01
K175390,01
K370090,01
K139610,01
K370080,01
K370240,01
K370130,01
K139590,01
K175450,01
K370230,01
K175420,01
K370180,01
K371330,01
K370840,01
K370470,01
K370370,01
K175520,01
K104740,01
K139690,01
K175690,01
K121250,01
K175600,01
K370460,01
K370400,01
K121170,01
K175510,01
K370430,01
K139760,01
K370410,01
K370800,01
K370600,01
K175580,01
K111950,01
K175530,01
K370590,01
K139680,01
K370550,01
K370770,01
K370640,01
K139660,01
K175570,01
K370730,01
K175560,01
K370700,01
K371290,01
K371110,01
K370880,01
K175630,01
K111940,01
K139750,01
K370870,01
K139700,01
K175680,01
K371050,01
K370970,01
K121240,01
K175620,01
K371000,01
K175610,01
K370990,01
K371280,01
K371170,01
K175670,01
K121180,01
K175640,01
K371150,01
K139740,01
K371120,01
K371260,01
K371180,01
K139730,01
K175660,01
K371250,01
K175650,01
K371210,01
K373520,01
K372450,01
K371860,01
K371530,01
K176160,01
K175710,01
K104730,01
K139810,01
K175940,01
K121310,01
K175790,01
K371510,01
K371410,01
K112040,01
K140060,01
K371490,01
K139910,01
K371470,01
K371840,01
K371680,01
K175780,01
K111970,01
K175720,01
K371640,01
K139780,01
K371540,01
K371770,01
K371700,01
K121380,01
K175760,01
K371760,01
K175740,01
K371730,01
K372440,01
K372260,01
K371930,01
K175840,01
K107030,01
K139890,01
K371910,01
K139830,01
K175920,01
K372090,01
K371960,01
K121290,01
K175830,01
K372050,01
K175800,01
K371970,01
K372430,01
K372330,01
K175910,01
K121280,01
K175850,01
K372310,01
K139880,01
K372270,01
K372410,01
K372340,01
K139870,01
K175890,01
K372360,01
K175870,01
K372350,01
K373480,01
K372810,01
K372610,01
K372460,01
K175960,01
K106990,01
K140000,01
K176140,01
K121370,01
K176010,01
K372600,01
K372470,01
K121330,01
K175950,01
K372520,01
K140050,01
K372490,01
K372760,01
K372670,01
K176000,01
K112020,01
K175970,01
K372650,01
K139970,01
K372620,01
K372750,01
K372690,01
K139920,01
K175990,01
K372740,01
K175980,01
K372710,01
K373430,01
K373060,01
K372920,01
K176070,01
K111990,01
K140040,01
K372860,01
K140010,01
K176130,01
K373050,01
K372950,01
K121360,01
K176060,01
K373020,01
K176050,01
K372970,01
K373370,01
K373210,01
K176120,01
K121340,01
K176080,01
K373190,01
K140030,01
K373070,01
K373340,01
K373230,01
K140020,01
K176110,01
K373270,01
K176090,01
K373260,01
K219690,01
K215080,01
K375270,01
K374250,01
K373920,01
K373600,01
K176640,01
K140670,01
K102930,01
K121970,01
K176390,01
K121460,01
K176230,01
K373590,01
K177180,01
K112080,01
K140360,01
K373570,01
K140180,01
K178270,01
K373910,01
K373700,01
K176220,01
K107110,01
K141170,01
K373670,01
K121660,01
K373640,01
K373870,01
K373710,01
K121510,01
K176210,01
K373850,01
K176200,01
K373740,01
K374210,01
K374040,01
K373950,01
K176280,01
K104840,01
K140160,01
K373940,01
K140100,01
K176370,01
K374020,01
K373960,01
K112330,01
K176270,01
K374010,01
K176250,01
K374000,01
K374190,01
K374120,01
K176350,01
K112170,01
K176290,01
K374110,01
K140140,01
K374070,01
K374170,01
K374140,01
K140110,01
K176320,01
K374160,01
K176300,01
K374150,01
K375190,01
K374620,01
K374350,01
K374260,01
K176410,01
K104790,01
K140250,01
K176620,01
K121500,01
K176490,01
K374340,01
K374270,01
K121470,01
K176400,01
K374320,01
K140350,01
K374300,01
K374590,01
K374410,01
K176470,01
K112070,01
K176420,01
K374390,01
K140240,01
K374380,01
K374570,01
K374450,01
K140220,01
K176460,01
K374560,01
K176440,01
K374530,01
K375160,01
K374960,01
K374680,01
K176530,01
K107230,01
K140340,01
K374670,01
K140270,01
K176610,01
K374900,01
K374720,01
K121490,01
K176510,01
K374890,01
K176500,01
K374870,01
K375150,01
K375050,01
K176600,01
K121480,01
K176540,01
K375040,01
K140290,01
K375020,01
K375110,01
K375060,01
K140280,01
K176580,01
K375090,01
K176560,01
K375070,01
K215020,01
K376180,01
K375700,01
K375410,01
K177170,01
K176660,01
K103750,01
K140390,01
K176890,01
K121580,01
K176730,01
K375390,01
K375300,01
K112140,01
K140650,01
K375370,01
K140500,01
K375360,01
K375660,01
K375500,01
K176700,01
K112090,01
K176670,01
K375450,01
K140380,01
K375430,01
K375640,01
K375510,01
K121650,01
K176690,01
K375610,01
K176680,01
K375570,01
K376160,01
K375870,01
K375750,01
K176760,01
K107090,01
K140480,01
K375740,01
K140420,01
K176860,01
K375860,01
K375770,01
K121550,01
K176750,01
K375840,01
K176740,01
K375810,01
K376120,01
K375940,01
K176840,01
K121540,01
K176770,01
K375900,01
K140470,01
K375890,01
K376010,01
K375950,01
K140450,01
K176820,01
K375990,01
K176810,01
K375980,01
K215000,01
K214450,01
K376370,01
K376200,01
K176910,01
K107060,01
K140560,01
K177160,01
K121630,01
K177010,01
K376340,01
K376220,01
K121600,01
K176900,01
K376290,01
K140630,01
K376280,01
K214440,01
K376500,01
K177000,01
K112110,01
K176930,01
K376460,01
K140550,01
K376410,01
K214390,01
K376530,01
K140530,01
K176970,01
K376580,01
K176960,01
K376560,01
K214990,01
K214800,01
K214620,01
K177070,01
K112100,01
K140610,01
K214470,01
K140580,01
K177150,01
K214790,01
K214640,01
K121620,01
K177060,01
K214660,01
K177040,01
K214650,01
K214970,01
K214840,01
K177140,01
K121610,01
K177090,01
K214820,01
K140600,01
K214810,01
K214960,01
K214870,01
K140590,01
K177130,01
K214910,01
K177100,01
K214900,01
K219590,01
K217330,01
K215930,01
K215410,01
K215180,01
K177700,01
K141150,01
K103740,01
K140690,01
K177430,01
K121710,01
K177280,01
K215150,01
K178250,01
K112240,01
K140930,01
K215130,01
K140790,01
K215100,01
K215380,01
K215270,01
K177250,01
K107220,01
K177190,01
K215260,01
K121950,01
K215230,01
K215370,01
K215280,01
K121790,01
K177230,01
K215350,01
K177200,01
K215300,01
K215890,01
K215600,01
K215490,01
K177330,01
K107150,01
K140780,01
K215480,01
K140700,01
K177410,01
K215570,01
K215500,01
K121700,01
K177300,01
K215540,01
K177290,01
K215530,01
K215880,01
K215700,01
K177370,01
K112320,01
K177340,01
K215630,01
K140770,01
K215620,01
K215810,01
K215740,01
K140740,01
K177360,01
K215780,01
K177350,01
K215750,01
K217260,01
K216660,01
K216170,01
K215940,01
K177450,01
K104830,01
K140820,01
K177670,01
K121770,01
K177530,01
K216100,01
K215970,01
K121720,01
K177440,01
K216060,01
K140920,01
K216050,01
K216540,01
K216270,01
K177520,01
K112210,01
K177470,01
K216190,01
K140810,01
K216180,01
K216420,01
K216290,01
K140800,01
K177500,01
K216350,01
K177490,01
K216300,01
K217190,01
K216920,01
K216690,01
K177570,01
K112190,01
K140900,01
K216680,01
K140840,01
K177660,01
K216860,01
K216720,01
K121760,01
K177560,01
K216850,01
K177540,01
K216790,01
K217160,01
K217010,01
K177640,01
K121750,01
K177600,01
K216990,01
K140860,01
K216970,01
K217150,01
K217020,01
K140850,01
K177620,01
K217110,01
K177610,01
K217060,01
K219560,01
K218550,01
K217900,01
K217590,01
K178240,01
K177720,01
K104800,01
K140950,01
K177960,01
K121890,01
K177790,01
K217490,01
K217400,01
K112300,01
K141140,01
K217480,01
K141010,01
K217420,01
K217850,01
K217750,01
K177780,01
K112260,01
K177730,01
K217730,01
K140940,01
K217710,01
K217840,01
K217760,01
K121940,01
K177770,01
K217810,01
K177740,01
K217790,01
K218540,01
K218230,01
K218060,01
K177850,01
K107200,01
K141000,01
K217980,01
K140960,01
K177950,01
K218200,01
K218070,01
K121850,01
K177820,01
K218170,01
K177800,01
K218150,01
K218530,01
K218300,01
K177930,01
K121830,01
K177860,01
K218290,01
K140990,01
K218240,01
K218520,01
K218410,01
K140970,01
K177890,01
K218510,01
K177870,01
K218420,01
K219550,01
K219030,01
K218790,01
K218610,01
K177980,01
K107160,01
K141060,01
K178230,01
K121930,01
K178090,01
K218780,01
K218620,01
K121900,01
K177970,01
K218760,01
K141110,01
K218670,01
K218950,01
K218860,01
K178060,01
K112290,01
K177990,01
K218840,01
K141050,01
K218830,01
K218940,01
K218880,01
K141020,01
K178050,01
K218920,01
K178030,01
K218900,01
K219510,01
K219270,01
K219100,01
K178120,01
K112280,01
K141100,01
K219040,01
K141070,01
K178220,01
K219260,01
K219150,01
K121920,01
K178110,01
K219190,01
K178100,01
K219170,01
K219490,01
K219370,01
K178170,01
K121910,01
K178140,01
K219350,01
K141090,01
K219330,01
K219480,01
K219430,01
K141080,01
K178160,01
K219460,01
K178150,01
K219450,01
K276030,01
K258100,01
K228940,01
K224600,01
K221860,01
K220900,01
K220180,01
K219770,01
K178860,01
K141680,01
K102640,01
K122480,01
K178560,01
K112930,01
K178360,01
K187020,01
K179560,01
K107870,01
K141390,01
K182950,01
K141240,01
K180840,01
K219990,01
K219860,01
K178350,01
K107280,01
K142230,01
K219830,01
K122170,01
K219790,01
K219980,01
K219900,01
K122050,01
K145470,01
K219960,01
K143360,01
K219910,01
K220870,01
K220530,01
K220320,01
K178410,01
K104990,01
K141230,01
K220230,01
K123050,01
K178500,01
K220480,01
K220380,01
K112620,01
K178400,01
K220460,01
K178390,01
K220440,01
K220850,01
K220660,01
K178490,01
K112440,01
K178460,01
K220590,01
K141220,01
K220540,01
K220820,01
K220670,01
K124040,01
K178480,01
K220770,01
K178470,01
K220720,01
K221820,01
K221310,01
K221060,01
K220970,01
K178600,01
K103810,01
K141290,01
K178850,01
K122030,01
K178690,01
K221050,01
K220980,01
K113370,01
K178570,01
K221030,01
K141380,01
K221000,01
K221220,01
K221100,01
K178680,01
K107520,01
K178640,01
K221090,01
K141270,01
K221070,01
K221190,01
K221130,01
K141260,01
K178670,01
K221170,01
K178650,01
K221140,01
K221760,01
K221590,01
K221400,01
K178740,01
K107370,01
K141360,01
K221340,01
K141300,01
K178810,01
K221540,01
K221440,01
K122010,01
K178730,01
K221530,01
K178700,01
K221450,01
K221750,01
K221640,01
K178790,01
K122000,01
K178750,01
K221610,01
K141350,01
K221600,01
K221740,01
K221650,01
K141330,01
K178780,01
K221700,01
K178760,01
K221680,01
K224580,01
K223250,01
K222380,01
K222030,01
K179540,01
K178870,01
K103160,01
K141440,01
K179140,01
K122100,01
K178950,01
K222020,01
K221920,01
K112420,01
K141670,01
K221980,01
K141520,01
K221950,01
K222360,01
K222110,01
K178940,01
K112360,01
K178880,01
K222080,01
K141420,01
K222040,01
K222320,01
K222140,01
K122150,01
K178920,01
K222300,01
K178890,01
K222230,01
K223040,01
K222680,01
K222470,01
K179020,01
K105260,01
K141480,01
K222410,01
K141450,01
K179130,01
K222630,01
K222510,01
K122080,01
K178990,01
K222620,01
K178960,01
K222550,01
K222960,01
K222840,01
K179090,01
K122060,01
K179030,01
K222820,01
K141470,01
K222690,01
K222940,01
K222870,01
K141460,01
K179080,01
K222900,01
K179050,01
K222890,01
K224540,01
K223820,01
K223350,01
K223270,01
K179160,01
K105070,01
K141560,01
K179530,01
K122140,01
K179270,01
K223330,01
K223280,01
K122110,01
K179150,01
K223320,01
K141650,01
K223310,01
K223770,01
K223600,01
K179260,01
K112410,01
K179190,01
K223440,01
K141550,01
K223370,01
K223720,01
K223630,01
K141530,01
K179210,01
K223670,01
K179200,01
K223640,01
K224490,01
K224260,01
K224020,01
K179340,01
K112400,01
K141640,01
K223850,01
K141600,01
K179490,01
K224130,01
K224060,01
K122130,01
K179330,01
K224120,01
K179280,01
K224070,01
K224430,01
K224340,01
K179480,01
K122120,01
K179360,01
K224320,01
K141630,01
K224300,01
K224390,01
K224350,01
K141610,01
K179440,01
K224380,01
K179380,01
K224370,01
K228890,01
K226550,01
K225440,01
K224970,01
K224690,01
K180130,01
K142210,01
K103100,01
K141720,01
K179820,01
K122210,01
K179670,01
K224660,01
K180820,01
K112490,01
K141950,01
K224650,01
K141810,01
K224620,01
K224930,01
K224770,01
K179630,01
